time,n_risk,n_events,survival,lower_ci,upper_ci,contract
47,384,13,0.4006304212047257,0.37750466276460914,0.42375617964484225,Month-to-month
48,357,3,0.39726377900972804,0.37402066864891115,0.4205068893705449,Month-to-month
49,342,10,0.38564787903868336,0.36199561260796986,0.40930014546939686,Month-to-month
50,313,8,0.3757910642389726,0.35177731065552453,0.3998048178224207,Month-to-month
51,294,6,0.3681218588463405,0.34382673135116293,0.3924169863415181,Month-to-month
52,276,5,0.36145298459187786,0.33690482586383225,0.38600114331992347,Month-to-month
53,252,6,0.3528469611492141,0.32793613378086073,0.37775778851756747,Month-to-month
54,236,5,0.3453713899384257,0.32014123651937765,0.37060154335747375,Month-to-month
55,219,6,0.335909160077099,0.3102593383008475,0.36155898185335045,Month-to-month
56,195,3,0.3307413268451436,0.3048280480002177,0.35665460569006957,Month-to-month
57,176,5,0.3213452664234066,0.29489169398434073,0.3477988388624725,Month-to-month
58,156,4,0.3131056442074218,0.28612609926779575,0.3400851891470479,Month-to-month
59,143,4,0.30434744436945194,0.2767911061372341,0.33190378260166975,Month-to-month
60,127,3,0.29715813465993735,0.26907748239004425,0.32523878692983044,Month-to-month
61,108,3,0.2889037420304946,0.26009141526473833,0.3177160687962509,Month-to-month
62,94,1,0.28583029796634046,0.2567015614575845,0.31495903447509643,Month-to-month
63,85,2,0.27910487919066185,0.24920738141071622,0.3090023769706075,Month-to-month
65,62,4,0.2610981127912643,0.22833293115179984,0.2938632944307288,Month-to-month
66,46,5,0.23271788314003994,0.19524218293826523,0.27019358334181465,Month-to-month
67,35,1,0.22606880076461022,0.18746430237933528,0.2646732991498852,Month-to-month
68,27,3,0.20095004512409798,0.1574103057643978,0.24448978448379816,Month-to-month
69,17,3,0.1654882724551395,0.11438234616371853,0.21659419874656047,Month-to-month
70,11,1,0.15044388405012682,0.09613951326398773,0.2047482548362659,Month-to-month
71,7,1,0.12895190061439443,0.06822671437885115,0.18967708684993773,Month-to-month
